Syrian Arab Republic,Idleb,Ariha,Mhambal,Beftamun,,,,,
Syrian Arab Republic,Idleb,Ariha,Mhambal,Bsanqul,,,,,
Syrian Arab Republic,Idleb,Ariha,Mhambal,Anb,,,,,
Syrian Arab Republic,Idleb,Ariha,Mhambal,Baqlid,,,,,
Syrian Arab Republic,Idleb,Ariha,Mhambal,Hlul,,,,,
Syrian Arab Republic,Idleb,Ariha,Mhambal,Sahen,,,,,
Syrian Arab Republic,Idleb,Ariha,Mhambal,Hila,,,,,
Syrian Arab Republic,Idleb,Ariha,Mhambal,Kafrmid,,,,,
Syrian Arab Republic,Idleb,Ariha,Mhambal,Mhambal,,,,,
Syrian Arab Republic,Idleb,Ariha,Mhambal,Baydar Shamsu,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Upper Sheikh Sindyan,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Msheirfeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Halluz,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Sali,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Maalaqa - Bishlamon,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Balmis,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Salhiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Bsheiriyeh - Bello,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Um Rish,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Bteibat,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Mintar,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Upper Shghur,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Eshtabraq,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Bzeit,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Bkafla,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Ein Elhamra,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Ghassaniyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Ein Elsoda,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Kafir,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Qaysiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Alyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jannet Elqora,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Ghanya,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Sokkariyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Sabileh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Western Marj Akhdar,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Um Elgar,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Dgali,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Eastern Marj Akhdar,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Hseiniyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Tal Awar,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Tal Hamki,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Frikeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Watba,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Marj Elzohur,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Kniset Nakhleh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Baksariya,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Tuffahiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Yunesiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Badama,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Armala,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Hanbushiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Kinda,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Shaturiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Najiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Ramliyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Badama,Maraand,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Sawadiya - Nabhan,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Turin,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Zarzur,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Deir Othman,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Ghazala - Mgheidleh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Jamiliya,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Ramadiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Mazuleh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Matleh - Batlaya,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Amud,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Sadiyeh - Bsentiya,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Thahr,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Dorriyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Zahraa - Kherbet Amud,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Sheikh Issa Elashury,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Darkosh,Mreimin,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Janudiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Yaqubiyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Hassaniyeh - Hatya,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Qaderiyeh - Qayqun,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Maland,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Qanniyeh,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Mudiah - Luxin,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Nasra,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Tiba - Katrin,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Jdidet Eljisr,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Athar,,,,,
Syrian Arab Republic,Idleb,Jisr-Ash-Shugur,Janudiyeh,Hamama - Kafr Debbin,,,,,
Syrian Arab Republic,Idleb,Harim,Harim,Ariba,,,,,
Syrian Arab Republic,Idleb,Harim,Harim,Harim,,,,,
Syrian Arab Republic,Idleb,Harim,Harim,Besnaya - Bseineh,,,,,
Syrian Arab Republic,Idleb,Harim,Harim,Kafr Hum,,,,,
Syrian Arab Republic,Idleb,Harim,Harim,Mira Shaq,,,,,
Syrian Arab Republic,Idleb,Harim,Harim,Kafr Mu,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Hezreh - Hezri,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Sarmada,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Tal Elkaramej,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Selwa,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Tilaada,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Termanin,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Dana,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Aqrabat,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Burj Elnumra,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Deir Hassan - Darhashan,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Atma,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Qah,,,,,
Syrian Arab Republic,Idleb,Harim,Dana,Kafr Deryan,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Abu Talha,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Hamziyeh,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Foziyeh,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Ein Elbikara,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Saidiyeh,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Little Hir Jamus,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Salqin,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Big Hir Jamus,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Allani,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Azmarin,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Bozanti,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Eskat,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Delbiya,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Tellemar,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Kafarna,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Kafrahlat Jallad,,,,,
Syrian Arab Republic,Idleb,Harim,Salqin,Kafr Hind,,,,,
Syrian Arab Republic,Idleb,Harim,Kafr Takharim,Abarita,,,,,
Syrian Arab Republic,Idleb,Harim,Kafr Takharim,Bshendlaya - Rashadiya,,,,,
Syrian Arab Republic,Idleb,Harim,Kafr Takharim,Taltita,,,,,
Syrian Arab Republic,Idleb,Harim,Kafr Takharim,Helleh,,,,,
Syrian Arab Republic,Idleb,Harim,Kafr Takharim,Jadeen,,,,,
Syrian Arab Republic,Idleb,Harim,Kafr Takharim,Kafr Takharim,,,,,
Syrian Arab Republic,Idleb,Harim,Kafr Takharim,Kafr Kila,,,,,
Syrian Arab Republic,Idleb,Harim,Kafr Takharim,Kafr Mars,,,,,
Syrian Arab Republic,Idleb,Harim,Kafr Takharim,Kuku - Ein Eljaj,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Htan,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Banabel,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Barisha,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Sardin,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Boz Ghaz,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Ras Elhisn,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Rabeeta,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Radwa,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Torlaha,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Meraf Elshalaf,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Kafr Aruq,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Qalb Lozeh,,,,,
Syrian Arab Republic,Idleb,Harim,Qourqeena,Qourqeena,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Ghafar,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Armanaz,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Quneitra,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Hafasraja,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Sheikh Yousef,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Biret Armanaz,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Baliya,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Dweila,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Kuwaro - Um Elriyah,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Milis,,,,,
Syrian Arab Republic,Idleb,Harim,Armanaz,Kabta,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Busra - Little Zafar,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Ballisa,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Big Zafar,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Talkhatra,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Barissa,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Tweim,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Harmala,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Jdidhe Abu Elthohur,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Taljineh,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Tawahineh,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Jallas,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Abul Thohur,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Tal Fukhar,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Baragethi,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Mustariha,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Rasm Abed,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Tawil Elsheikh,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Hseiniyeh - Tal Kalba,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Tal Sultan,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Tal Silmo,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Hmeimat Eldayer,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Tal Elaghar,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Ras El Ein,,,,,
Syrian Arab Republic,Idleb,Idleb,Abul Thohur,Tal Tufan,,,,,
Syrian Arab Republic,Idleb,Idleb,Bennsh,Bennsh,,,,,
Syrian Arab Republic,Idleb,Idleb,Bennsh,Foah,,,,,
Syrian Arab Republic,Idleb,Idleb,Bennsh,Toum,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Anqrati,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Tromba,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Jobas,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Dadikh,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Bweiti,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Bijfas,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Salamin,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Abul Khos,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,San,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Saraqab,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Tal Karatine,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Rayan,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Afs,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Ajez,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Khuwara,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Rasafa,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Sheikh Idris,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Khan Elsobol,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Maharim,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Kafr Battikh,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Kafr Omeim,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Lof,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Mardikh,,,,,
Syrian Arab Republic,Idleb,Idleb,Saraqab,Maar Dibsi,,,,,
Syrian Arab Republic,Idleb,Idleb,Teftnaz,Teftnaz,,,,,
Syrian Arab Republic,Idleb,Idleb,Teftnaz,Talhiyeh,,,,,
Syrian Arab Republic,Idleb,Idleb,Teftnaz,Shallakh,,,,,
Syrian Arab Republic,Idleb,Idleb,Teftnaz,Maaret Elnaasan - Maaret Elhaski,,,,,
Syrian Arab Republic,Idleb,Idleb,Teftnaz,Ketyan,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Bhora,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Zardana Mashehad,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Batenta,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Taltuneh,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Ram Hamdan,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Haranbush,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Hazano,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Kafr Jales,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Murin,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Kafr Nabi,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Kelly,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Maaret Elekhwan,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Kaftin,,,,,
Syrian Arab Republic,Idleb,Idleb,Maaret Tamsrin,Kafraya Maar Tamsarin,,,,,
Syrian Arab Republic,Idleb,Idleb,Sarmin,Sarmin,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Aqrabat,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Nayrab,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Ein Shib,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Kreiz,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Tab Issa - Eastern and Western,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Idleb,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Mastumeh,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Sijer - Bqesemtoh,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Northern Ora,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Arshani,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Qminas,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Falyun,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Martein,,,,,
Syrian Arab Republic,Idleb,Idleb,Idleb,Kafruhin,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Hatamiyeh,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Jarada,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Kanayes,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Hantutin,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Tqana,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Tal Dibis,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Hazzan,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Samkeh,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Eastern Deir,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Ghadqa,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Babilla,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Dana,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Halbeh,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Thahrat Talamnas,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Western Deir,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Hraki,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Harran,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Tal Kersyan,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Sarman,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Abu Makki,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Telamnas,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Barsa,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Bsida,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Jarjnaz,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Maar Shurin,,,,,
Syrian Arab Republic,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Kweires,,,,,
