Nepal,Jhapa,Chandragadhi,1 to 9,,
Nepal,Jhapa,Charpane,1 to 9,,
Nepal,Jhapa,Dangibari,1 to 9,,
Nepal,Jhapa,Damak N.P.,1 to 9,,
Nepal,Jhapa,Dhaijan,1 to 9,,
Nepal,Jhapa,Ghailadubba,1 to 9,,
Nepal,Jhapa,Dharampur,1 to 9,,
Nepal,Jhapa,Duwagadhi,1 to 9,,
Nepal,Jhapa,Garamani,1 to 9,,
Nepal,Jhapa,Gauradaha,1 to 9,,
Nepal,Jhapa,Gauriganj,1 to 9,,
Nepal,Jhapa,Gherabari,1 to 9,,
Nepal,Jhapa,Goldhap,1 to 9,,
Nepal,Jhapa,Haldibari,1 to 9,,
Nepal,Jhapa,Jalthal,1 to 9,,
Nepal,Jhapa,Juropani,1 to 9,,
Nepal,Jhapa,Jyamirgadhi,1 to 9,,
Nepal,Jhapa,Kechana,1 to 9,,
Nepal,Jhapa,Khajurgachhi,1 to 9,,
Nepal,Jhapa,Khudunabari,1 to 9,,
Nepal,Jhapa,Kohabara,1 to 9,,
Nepal,Jhapa,Korobari,1 to 9,,
Nepal,Jhapa,Kumarkhod,1 to 9,,
Nepal,Jhapa,Lakhanpur,1 to 9,,
Nepal,Jhapa,Mahabhara,1 to 9,,
Nepal,Jhapa,Maharanijhoda,1 to 9,,
Nepal,Jhapa,Maheshpur,1 to 9,,
Nepal,Jhapa,Mechinagar N.P.,1 to 9,,
Nepal,Jhapa,Panchgachhi,1 to 9,,
Nepal,Jhapa,Pathamari,1 to 9,,
Nepal,Jhapa,Pathariya,1 to 9,,
Nepal,Jhapa,Prithivinagar,1 to 9,,
Nepal,Jhapa,Rajgadh,1 to 9,,
Nepal,Jhapa,Satasidham,1 to 9,,
Nepal,Jhapa,Sanischare,1 to 9,,
Nepal,Jhapa,Shantinagar,1 to 9,,
Nepal,Jhapa,Sharanamati,1 to 9,,
Nepal,Jhapa,Shivaganj,1 to 9,,
Nepal,Jhapa,Surunga,1 to 9,,
Nepal,Jhapa,Tagandubba,1 to 9,,
Nepal,Jhapa,Topgachchi,1 to 9,,
Nepal,Morang,Amahibariyati,1 to 9,,
Nepal,Morang,Amardaha,1 to 9,,
Nepal,Morang,Amgachhi,1 to 9,,
Nepal,Morang,BabiyaBirta,1 to 9,,
Nepal,Morang,Bahuni,1 to 9,,
Nepal,Morang,Warangi,1 to 9,,
Nepal,Morang,Baradanga,1 to 9,,
Nepal,Morang,Bayarban,1 to 9,,
Nepal,Morang,Belbari,1 to 9,,
Nepal,Morang,Bhaudaha,1 to 9,,
Nepal,Morang,Bhogateni,1 to 9,,
Nepal,Morang,Biratnagar U.M.N.P.,1 to 22,,
Nepal,Morang,Budhanagar,1 to 9,,
Nepal,Morang,Dainiya,1 to 9,,
Nepal,Morang,Dadarbairiya,1 to 9,,
Nepal,Morang,Dangihat,1 to 9,,
Nepal,Morang,Dangraha,1 to 9,,
Nepal,Morang,Darbesha,1 to 9,,
Nepal,Morang,Dulari,1 to 9,,
Nepal,Morang,Govindapur,1 to 9,,
Nepal,Morang,Haraicha,1 to 9,,
Nepal,Morang,Hasandaha,1 to 9,,
Nepal,Morang,Hathimudha,1 to 9,,
Nepal,Morang,Hoklabari,1 to 9,,
Nepal,Morang,Indrapur,1 to 9,,
Nepal,Morang,Itahara,1 to 9,,
Nepal,Morang,Jante,1 to 9,,
Nepal,Morang,Jhorahat,1 to 9,,
Nepal,Morang,Jhurkiya,1 to 9,,
Nepal,Morang,Kathamaha,1 to 9,,
Nepal,Morang,Kaseni,1 to 9,,
Nepal,Morang,Katahari,1 to 9,,
Nepal,Morang,Kerabari,1 to 9,,
Nepal,Morang,Keroun,1 to 9,,
Nepal,Morang,Lakhantari,1 to 9,,
Nepal,Morang,Letang,1 to 9,,
Nepal,Morang,Madhumalla,1 to 9,,
Nepal,Morang,Mahadewa,1 to 9,,
Nepal,Morang,Majhare,1 to 9,,
Nepal,Morang,Matigachha,1 to 9,,
Nepal,Morang,Motipur,1 to 9,,
Nepal,Morang,Mrigauliya,1 to 9,,
Nepal,Morang,Necha,1 to 9,,
Nepal,Morang,Pathari,1 to 9,,
Nepal,Morang,Patigaun,1 to 9,,
Nepal,Morang,Pokhariya,1 to 9,,
Nepal,Morang,Rajghat,1 to 9,,
Nepal,Morang,RamiteKhola,1 to 9,,
Nepal,Morang,Rangeli,1 to 9,,
Nepal,Morang,Sanischare,1 to 9,,
Nepal,Morang,Sidharaha,1 to 9,,
Nepal,Morang,Sijuwa,1 to 9,,
Nepal,Morang,SinhadeviSombare,1 to 9,,
Nepal,Morang,Sisabanibadahara,1 to 9,,
Nepal,Morang,Sisawanijahada,1 to 9,,
Nepal,Morang,Sorabhag,1 to 9,,
Nepal,Morang,Sundarpur,1 to 9,,
Nepal,Morang,Takuwa,1 to 9,,
Nepal,Morang,Tandi,1 to 9,,
Nepal,Morang,Tankisinuwari,1 to 9,,
Nepal,Morang,Tetariya,1 to 9,,
Nepal,Morang,Thalaha,1 to 9,,
Nepal,Morang,Urlabari,1 to 9,,
Nepal,Morang,Baijanathpur,1 to 9,,
Nepal,Morang,Banigama,1 to 9,,
Nepal,Morang,Yangshila,1 to 9,,
Nepal,Sunsari,Amaduwa,1 to 9,,
Nepal,Sunsari,Amahibelaha,1 to 9,,
Nepal,Sunsari,Aurabarni,1 to 9,,
Nepal,Sunsari,Babiya,1 to 9,,
Nepal,Sunsari,Bakalauri,1 to 9,,
Nepal,Sunsari,Barahachhetra,1 to 9,,
Nepal,Sunsari,Basantapur,1 to 9,,
Nepal,Sunsari,BhadgauSinawari,1 to 9,,
Nepal,Sunsari,Bhaluwa,1 to 9,,
Nepal,Sunsari,Bharaul,1 to 9,,
Nepal,Sunsari,Bhokraha,1 to 9,,
Nepal,Sunsari,Chadwela,1 to 9,,
Nepal,Sunsari,Chhitaha,1 to 9,,
Nepal,Sunsari,Chimdi,1 to 9,,
Nepal,Sunsari,Dewanganj,1 to 9,,
Nepal,Sunsari,Dharan N.P.,1 to 19,,
Nepal,Sunsari,Dhuskee,1 to 9,,
Nepal,Sunsari,Duhabi,1 to 9,,
Nepal,Sunsari,Dumaraha,1 to 9,,
Nepal,Sunsari,Aekamba,1 to 9,,
Nepal,Sunsari,Gautampur,1 to 9,,
Nepal,Sunsari,Hanshposha,1 to 9,,
Nepal,Sunsari,Harinagar,1 to 9,,
Nepal,Sunsari,Inaruwa N.P.,1 to 9,,
Nepal,Sunsari,Itahari N.P.,1 to 9,,
Nepal,Sunsari,Jalpapur,1 to 9,,
Nepal,Sunsari,Kaptanganj,1 to 9,,
Nepal,Sunsari,Khanar,1 to 9,,
Nepal,Sunsari,Koshi Tappu Wildlife Reserve,1 to 9,,
Nepal,Sunsari,PaschimKasuha,1 to 9,,
Nepal,Sunsari,Laukahi,1 to 9,,
Nepal,Sunsari,Madhelee,1 to 9,,
Nepal,Sunsari,Madhesa,1 to 9,,
Nepal,Sunsari,Madhuwan,1 to 9,,
Nepal,Sunsari,Madhyeharsahi,1 to 9,,
Nepal,Sunsari,Mahendranagar,1 to 9,,
Nepal,Sunsari,Narshinhatappu,1 to 9,,
Nepal,Sunsari,Pakali,1 to 9,,
Nepal,Sunsari,Panchakanya,1 to 9,,
Nepal,Sunsari,Prakashpur,1 to 9,,
Nepal,Sunsari,Purbakushaha,1 to 9,,
Nepal,Sunsari,RamganjBelgachhi,1 to 9,,
Nepal,Sunsari,RamnagarBhutaha,1 to 9,,
Nepal,Sunsari,Santerjhora,1 to 9,,
Nepal,Sunsari,Sahebganj,1 to 9,,
Nepal,Sunsari,Haripur,1 to 9,,
Nepal,Sunsari,Sripurjabdi,1 to 9,,
Nepal,Sunsari,Simariya,1 to 9,,
Nepal,Sunsari,Singiya,1 to 9,,
Nepal,Sunsari,RamganjSenuwari,1 to 9,,
Nepal,Sunsari,Sonapur,1 to 9,,
Nepal,Sunsari,Tanamuna,1 to 9,,
Nepal,Sunsari,Bishnupaduka,1 to 9,,
Nepal,Dhankuta,Ahale,1 to 9,,
Nepal,Dhankuta,Ankhisalla,1 to 9,,
Nepal,Dhankuta,Basantatar,1 to 9,,
Nepal,Dhankuta,Belhara,1 to 9,,
Nepal,Dhankuta,Vedetar,1 to 9,,
Nepal,Dhankuta,Bhirgaun,1 to 9,,
Nepal,Dhankuta,BudiMorang,1 to 9,,
Nepal,Dhankuta,Bodhe,1 to 9,,
Nepal,Dhankuta,Budhabare,1 to 9,,
Nepal,Dhankuta,Chanuwa,1 to 9,,
Nepal,Dhankuta,Chhintang,1 to 9,,
Nepal,Dhankuta,Chungwang,1 to 9,,
Nepal,Dhankuta,DandaBazar,1 to 9,,
Nepal,Dhankuta,Dandagaun,1 to 9,,
Nepal,Dhankuta,Dhankuta N.P.,1 to 9,,
Nepal,Dhankuta,Ghorlikharka,1 to 9,,
Nepal,Dhankuta,Hathikharka,1 to 9,,
Nepal,Dhankuta,ArkhauleJitpur,1 to 9,,
Nepal,Dhankuta,Khoku,1 to 9,,
Nepal,Dhankuta,Khuwafok,1 to 9,,
Nepal,Dhankuta,Kurule,1 to 9,,
Nepal,Dhankuta,Leguwa,1 to 9,,
Nepal,Dhankuta,Mahabharat,1 to 9,,
Nepal,Dhankuta,MarekKatahare,1 to 9,,
Nepal,Dhankuta,Mounabudhuk,1 to 9,,
Nepal,Dhankuta,Mudebas,1 to 9,,
Nepal,Dhankuta,Muga,1 to 9,,
Nepal,Dhankuta,Murtidhunga,1 to 9,,
Nepal,Dhankuta,Pakhribas,1 to 9,,
Nepal,Dhankuta,Parewadin,1 to 9,,
Nepal,Dhankuta,Faksib,1 to 9,,
Nepal,Dhankuta,Falate,1 to 9,,
Nepal,Dhankuta,RajaRani,1 to 9,,
Nepal,Dhankuta,Sanne,1 to 9,,
Nepal,Dhankuta,Tankhuwa,1 to 9,,
Nepal,Dhankuta,Telia,1 to 9,,
Nepal,Terhathum,Ambung,1 to 9,,
Nepal,Terhathum,Angdeem,1 to 9,,
Nepal,Terhathum,Basantapur,1 to 9,,
Nepal,Terhathum,ChhateDhunga,1 to 9,,
Nepal,Terhathum,Chuhandanda,1 to 9,,
Nepal,Terhathum,Dangapa,1 to 9,,
Nepal,Terhathum,Eseebu,1 to 9,,
Nepal,Terhathum,Ewa,1 to 9,,
Nepal,Terhathum,Hamarjung,1 to 9,,
Nepal,Terhathum,Hwaku,1 to 9,,
Nepal,Terhathum,Jaljale,1 to 9,,
Nepal,Terhathum,Jirikhinti,1 to 9,,
Nepal,Terhathum,Khamlalung,1 to 9,,
Nepal,Terhathum,Morahang,1 to 9,,
Nepal,Terhathum,Myanglung,1 to 9,,
Nepal,Terhathum,Okhare,1 to 9,,
Nepal,Terhathum,Oyakjung,1 to 9,,
Nepal,Terhathum,PanchakanyaPokhari,1 to 9,,
Nepal,Terhathum,Pouthak,1 to 9,,
Nepal,Terhathum,Phakchamara,1 to 9,,
Nepal,Terhathum,Phulek,1 to 9,,
Nepal,Terhathum,Piple,1 to 9,,
Nepal,Terhathum,Sabla,1 to 9,,
Nepal,Terhathum,Samdu,1 to 9,,
Nepal,Terhathum,SankrantiBazar,1 to 9,,
Nepal,Terhathum,Simle,1 to 9,,
Nepal,Terhathum,Solma,1 to 9,,
Nepal,Terhathum,ShreeJung,1 to 9,,
Nepal,Terhathum,Sudap,1 to 9,,
Nepal,Terhathum,Sungnam,1 to 9,,
Nepal,Terhathum,Tamfula,1 to 9,,
Nepal,Terhathum,Thoklung,1 to 9,,
Nepal,Sangkhuwasabha,Ankhibhui,1 to 9,,
Nepal,Sangkhuwasabha,Bala,1 to 9,,
Nepal,Sangkhuwasabha,Bana,1 to 9,,
Nepal,Sangkhuwasabha,Baneswor,1 to 9,,
Nepal,Sangkhuwasabha,Bahrabise,1 to 9,,
Nepal,Sangkhuwasabha,Chainpur,1 to 9,,
Nepal,Sangkhuwasabha,Chepuwa,1 to 9,,
Nepal,Sangkhuwasabha,Dhupu,1 to 9,,
Nepal,Sangkhuwasabha,Diding,1 to 9,,
Nepal,Sangkhuwasabha,Hatiya,1 to 9,,
Nepal,Sangkhuwasabha,Jaljala,1 to 9,,
Nepal,Sangkhuwasabha,Khadbari N.P.,1 to 13,,
Nepal,Sangkhuwasabha,Kharang,1 to 9,,
Nepal,Sangkhuwasabha,Keemathnka,1 to 9,,
Nepal,Sangkhuwasabha,MadiMulkharka,1 to 9,,
Nepal,Sangkhuwasabha,MadiRambeni,1 to 9,,
Nepal,Sangkhuwasabha,Makalu,1 to 9,,
Nepal,Sangkhuwasabha,Mamling,1 to 9,,
Nepal,Sangkhuwasabha,Mangtewa,1 to 9,,
Nepal,Sangkhuwasabha,MatsyaPokhari,1 to 9,,
Nepal,Sangkhuwasabha,Mawadin,1 to 9,,
Nepal,Sangkhuwasabha,Num,1 to 9,,
Nepal,Sangkhuwasabha,Nundhaki,1 to 9,,
Nepal,Sangkhuwasabha,Pathibhara,1 to 9,,
Nepal,Sangkhuwasabha,Pawakhola,1 to 9,,
Nepal,Sangkhuwasabha,SabhaPokhari,1 to 9,,
Nepal,Sangkhuwasabha,Syabun,1 to 9,,
Nepal,Sangkhuwasabha,Siddhakali,1 to 9,,
Nepal,Sangkhuwasabha,Siddhapokhari,1 to 9,,
Nepal,Sangkhuwasabha,Sisuwakhola,1 to 9,,
Nepal,Sangkhuwasabha,Sitalpati,1 to 9,,
Nepal,Sangkhuwasabha,Tamafok,1 to 9,,
Nepal,Sangkhuwasabha,Tamku,1 to 9,,
Nepal,Sangkhuwasabha,Yafu,1 to 9,,
Nepal,Bhojpur,Aamtep,1 to 9,,
Nepal,Bhojpur,Annapurna,1 to 9,,
Nepal,Bhojpur,Baikuntha,1 to 9,,
Nepal,Bhojpur,Walangkha,1 to 9,,
Nepal,Bhojpur,Basikhola,1 to 9,,
Nepal,Bhojpur,Bhaisipankha,1 to 9,,
Nepal,Bhojpur,Bhojpur,1 to 9,,
Nepal,Bhojpur,Bhulke,1 to 9,,
Nepal,Bhojpur,Bokhim,1 to 9,,
Nepal,Bhojpur,Boya,1 to 9,,
Nepal,Bhojpur,Champe,1 to 9,,
Nepal,Bhojpur,Charambi,1 to 9,,
Nepal,Bhojpur,Chaukidada,1 to 9,,
Nepal,Bhojpur,Chhinamakhu,1 to 9,,
Nepal,Bhojpur,Thidingkha,1 to 9,,
Nepal,Bhojpur,Changre,1 to 9,,
Nepal,Bhojpur,Kota,1 to 9,,
Nepal,Bhojpur,Dalgaun,1 to 9,,
Nepal,Bhojpur,Deurali,1 to 9,,
Nepal,Bhojpur,Dewantar,1 to 9,,
Nepal,Bhojpur,Dhotlekhani,1 to 9,,
Nepal,Bhojpur,Dobhane,1 to 9,,
Nepal,Bhojpur,Dummana,1 to 9,,
Nepal,Bhojpur,Gogane,1 to 9,,
Nepal,Bhojpur,Gupteshwor,1 to 9,,
Nepal,Bhojpur,Hasanpur,1 to 9,,
Nepal,Bhojpur,Helauchha,1 to 9,,
Nepal,Bhojpur,Homtang,1 to 9,,
Nepal,Bhojpur,Jarayotar,1 to 9,,
Nepal,Bhojpur,Keurepani,1 to 9,,
Nepal,Bhojpur,Khawa,1 to 9,,
Nepal,Bhojpur,Khartimchha,1 to 9,,
Nepal,Bhojpur,Khatamma,1 to 9,,
Nepal,Bhojpur,Khairang,1 to 9,,
Nepal,Bhojpur,Keemalung,1 to 9,,
Nepal,Bhojpur,KudakKaule,1 to 9,,
Nepal,Bhojpur,Kulunga,1 to 9,,
Nepal,Bhojpur,Lekharka,1 to 9,,
Nepal,Bhojpur,ManeBhanjyang,1 to 9,,
Nepal,Bhojpur,Mulpani,1 to 9,,
Nepal,Bhojpur,Nagi,1 to 9,,
Nepal,Bhojpur,Nepaledada,1 to 9,,
Nepal,Bhojpur,Okhre,1 to 9,,
Nepal,Bhojpur,Pangcha,1 to 9,,
Nepal,Bhojpur,PatlePani,1 to 9,,
Nepal,Bhojpur,Pawala,1 to 9,,
Nepal,Bhojpur,Pyauli,1 to 9,,
Nepal,Bhojpur,Ranibas,1 to 9,,
Nepal,Bhojpur,Sangpang,1 to 9,,
Nepal,Bhojpur,SanoDumma,1 to 9,,
Nepal,Bhojpur,Shyamsila,1 to 9,,
Nepal,Bhojpur,Siddheswor,1 to 9,,
Nepal,Bhojpur,Sindrang,1 to 9,,
Nepal,Bhojpur,Taksar,1 to 9,,
Nepal,Bhojpur,ThuloDumma,1 to 9,,
Nepal,Bhojpur,Timma,1 to 9,,
Nepal,Bhojpur,TiwariBhangyan,1 to 9,,
Nepal,Bhojpur,Tunggechha,1 to 9,,
Nepal,Bhojpur,Basingtharpur,1 to 9,,
Nepal,Bhojpur,Basteem,1 to 9,,
Nepal,Bhojpur,Yaku,1 to 9,,
Nepal,Bhojpur,Yangpang,1 to 9,,
Nepal,Bhojpur,Bhubal(Yoon),1 to 9,,
Nepal,Solukhumbu,Beni,1 to 9,,
Nepal,Solukhumbu,Bhakanje,1 to 9,,
Nepal,Solukhumbu,Bung,1 to 9,,
Nepal,Solukhumbu,Chaulakharka,1 to 9,,
Nepal,Solukhumbu,Chheskam,1 to 9,,
Nepal,Solukhumbu,Chaurikharka,1 to 9,,
Nepal,Solukhumbu,Deusa,1 to 9,,
Nepal,Solukhumbu,Garma,1 to 9,,
Nepal,Solukhumbu,Goli,1 to 9,,
Nepal,Solukhumbu,Gorakhani,1 to 9,,
Nepal,Solukhumbu,Gudel,1 to 9,,
Nepal,Solukhumbu,Jubu,1 to 9,,
Nepal,Solukhumbu,Jubing,1 to 9,,
Nepal,Solukhumbu,Kangel,1 to 9,,
Nepal,Solukhumbu,Kaku,1 to 9,,
Nepal,Solukhumbu,Kureng,1 to 9,,
Nepal,Solukhumbu,Khumjung,1 to 9,,
Nepal,Solukhumbu,Lokhim,1 to 9,,
Nepal,Solukhumbu,Mukali,1 to 9,,
Nepal,Solukhumbu,Namche,1 to 9,,
Nepal,Solukhumbu,NechaBatase,1 to 9,,
Nepal,Solukhumbu,NechaBedghari,1 to 9,,
Nepal,Solukhumbu,Nele,1 to 9,,
Nepal,Solukhumbu,Panchan,1 to 9,,
Nepal,Solukhumbu,Mabe(Pawai),1 to 9,,
Nepal,Solukhumbu,Sagarmatha National Park,1 to 9,,
Nepal,Solukhumbu,Salleri,1 to 9,,
Nepal,Solukhumbu,Salyan,1 to 9,,
Nepal,Solukhumbu,Sotang,1 to 9,,
Nepal,Solukhumbu,Takasindu,1 to 9,,
Nepal,Solukhumbu,LodingTamakhani,1 to 9,,
Nepal,Solukhumbu,Tapting,1 to 9,,
Nepal,Solukhumbu,Tingla,1 to 9,,
Nepal,Solukhumbu,Baku,1 to 9,,
Nepal,Solukhumbu,Basa,1 to 9,,
Nepal,Khotang,Arkhaule,1 to 9,,
Nepal,Khotang,Ainselukharka,1 to 9,,
Nepal,Khotang,BadakaDiyale,1 to 9,,
Nepal,Khotang,Badahare,1 to 9,,
Nepal,Khotang,Bahunidanda,1 to 9,,
Nepal,Khotang,Chyandada,1 to 9,,
Nepal,Khotang,Bakachol,1 to 9,,
Nepal,Khotang,Baksila,1 to 9,,
Nepal,Khotang,Bamrang,1 to 9,,
Nepal,Khotang,Baspani,1 to 9,,
Nepal,Khotang,Barahapokhari,1 to 9,,
Nepal,Khotang,Batase,1 to 9,,
Nepal,Khotang,BijayaKharka,1 to 9,,
Nepal,Khotang,Buipa,1 to 9,,
Nepal,Khotang,Dorpachiuridada,1 to 9,,
Nepal,Khotang,Chipring,1 to 9,,
Nepal,Khotang,Chisapani,1 to 9,,
Nepal,Khotang,Chhitapokhari,1 to 9,,
Nepal,Khotang,Chhorambu,1 to 9,,
Nepal,Khotang,Chyasmitar,1 to 9,,
Nepal,Khotang,Dandagaun,1 to 9,,
Nepal,Khotang,Damarkhushivalaya,1 to 9,,
Nepal,Khotang,Devisthan,1 to 9,,
Nepal,Khotang,DumreDharapani,1 to 9,,
Nepal,Khotang,Dhitung,1 to 9,,
Nepal,Khotang,Dikuwa,1 to 9,,
Nepal,Khotang,Diplung,1 to 9,,
Nepal,Khotang,Diktel,1 to 9,,
Nepal,Khotang,Durchhim,1 to 9,,
Nepal,Khotang,Dubekoldada,1 to 9,,
Nepal,Khotang,Haunchur,1 to 9,,
Nepal,Khotang,Indranipokhari,1 to 9,,
Nepal,Khotang,Jalapa,1 to 9,,
Nepal,Khotang,Jyamire,1 to 9,,
